category,description,title,asin
"['Grocery & Gourmet Food', 'Breakfast Foods', 'Cereals', 'Cold Cereals']","['Monster Cereals Franken Berry are strawberry-flavored cereal made with whole grain corn. It contains no cholesterol or saturated fat. Its colorful and has varied marshmallow shapes.', ""'WHOLE GRAIN CORN, CORN MEAL, SUGAR, MARSHMALLOW BITS (SUGAR, DEXTROSE, MODIFIED CORN STARCH, CORN SYRUP, GELATIN, MALIC ACID, NATURAL & ARTIFICIAL FLAVOR, CITRIC ACID, RED 40, BLUE 1 & 2), CORN SYRUP, CANOLA OIL, SALT, TRISODIUM PHOSPHATE, RED 40, NATURAL AND ARTIFICIAL FLAVOR. VITAMINS AND MINERALS: CALCIUM CARBONATE, TRICALCIUM PHOSPHATE, ZINC AND IRON (MINERAL NUTRIENTS), VITAMIN C (SODIUM ASCORBATE), A B VITAMIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B1 (THIAMIN MONONITRATE), VITAMIN B2 (RIBOFLAVIN), VITAMIN A (PALMITATE), A B VITAMIN (FOLIC ACID), VITAMIN B12, VITAMIN D3.'"", 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']",Franken Berry Monster Cereal 9.6 oz Box,B007FG9JWW
"['Grocery & Gourmet Food', 'Breakfast Foods', 'Cereals', 'Oatmeal']","['Just because you dont have time for a relaxing breakfast doesnt mean you dont deserve the tasty benefits of Quaker Oats. Quick Quaker Oats give you all the wholesome goodness of Quaker in just one minute. Try topping Quick Quaker Oats with fresh or dried fruits, nuts or cinnamon and enjoy the healthy benefits of a satisfying breakfast.', '100% Natural Whole Grain Quaker Quality Rolled Oats.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Quaker Oats Quick Oatmeal, 18-Ounce Packages (Pack of 6)",B005JX3PAK
"['Grocery & Gourmet Food', 'Breakfast Foods', 'Breakfast & Cereal Bars', 'Energy & Nutritional']","['NuGo Nutrition - Slim Bar Brownie Crunch - 1.59 oz(Pack of 12)', 'Ingredients: NuGo Protein [Soy Crisp (Soy Protein, Tapioca, Calcium Carbonate), Whey Protein Isolate, Calcium Caseinate, Rice Protein], Chicory Root, Glycerine, Bittersweet Dark Chocolate (Chocolate Liquor, Sugar, Cocoa Butter, Vanilla), Almonds, Chocolate Liquor, Cocoa Powder, Natural Flavors and Peanuts.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']",NuGo Nutrition - Slim Bar Brownie Crunch - 1.59 oz(Pack of 12),B0065QAMBA
"['Grocery & Gourmet Food', 'Breakfast Foods', 'Cereals']","['chex multi bran cereal, 14-ounce box low in fat and cholesterol free, moms love rice chex and corn chex cereal because they are low in sugar. For more than 60 years, chex has offered calcium, vitamins and an enjoyable crunch. Looking for a wonderful, wholesome snack? chex party mix is a pleaser.Features include:  14-ounce box(total of 70-ounces)-A great way to get more whole grain in your diet!-Perfect combination of corn, rice and wheat', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']",Multi-Bran Chex Oven Toasted Cereal 14 oz,B005GCSMR0
"['Grocery & Gourmet Food', 'Breakfast Foods', 'Breakfast & Cereal Bars', 'Energy & Nutritional']","['It started with a simple discovery people all over the world were mixing Greek yogurt with wholesome foods like granola and fruit to create delicious, protein-packed combinations. So we took a strained Greek yogurt coating blended it with roasted nuts, granola and fruit and transformed it into a convenient, great-tasting snack.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Rickland Orchards Dark Chocolate Bars, Caramel, 12 Count",B00FTBOPCO
"['Grocery & Gourmet Food', 'Breakfast Foods', 'Breakfast & Cereal Bars', 'Energy & Nutritional']","[""Ballerina Spirulina is our latest choreographic creation, and it may just be our best work. Coconut flakes and spirulina waltz harmoniously across your taste buds for a macaroon-like taste and texture. She is one lean, green, coconutty dancing' machine. The ingredients are dates, walnuts, pecans, agave nectar, hemp seed, hemp protein, rolled oats, ground flax seed, dried coconut flakes, brown rice protein, spirulina, vanilla, sea salt, peanuts."", 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Barre Ballerina Bar, Spirulina, 1.60 Ounce (Pack of 12)",B00BT07WYM
"['Grocery & Gourmet Food', 'Breakfast Foods', 'Cereals', 'Cold Cereals']","['<div class=""aplus"" ><br/><br/> <b>Certified Frustration-Free Packaging</b><br> Amazon.com has certified this product\'s packaging is Frustration-Free. A Frustration-Free Package is easy-to-open and comes without excess packaging materials such as hard plastic ""clamshell"" casings, plastic bindings, and wire ties. It is exactly the same as a traditionally packaged product--we\'ve just streamlined the packaging to be opened without the use of a box cutter or knife and will protect your product just as well as traditional packaging during shipping. Products with Frustration-Free Packaging can frequently be shipped in their own boxes, without the need for an additional shipping box. <a href=""http://www.amazon.com/gp/help/customer/display.html?nodeId=200285410&pop-up=1"" onclick=""window.open(this.href,null,\'width=850,height=700\'); return false;"">Learn more</a>.</div>', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Kellogg's Fruity Snacks, Mixed Berry, 10.8-Ounce Boxes (Pack of 10)",B00317CWJ6
"['Grocery & Gourmet Food', 'Breakfast Foods', 'Cereals', 'Oatmeal']","[""100% Natural. Low fat. Sodium free. Good source of fiber. No added sweeteners. USDA organic: Certified organic by Oregon Tilth. Erewhon instant oatmeal is a delicious way to start your day. choose from a variety of tempting flavors. Each one is 100% natural. You won't find any artificial ingredients or additives. Just natural goodness and great taste. And Erewhon instant oatmeal is quick and convenient, too, so there's always time for a warm, hearty breakfast. Heart healthy: Soluble fiber from oats, as part of a diet low in saturated fat and cholesterol. may reduce the risk of heart disease. Product of Canada."", 'Ngredients: Organic Rolled Oats, Organic Oat Bran.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']"," Erewhon Organic Instant Oatmeal with Added Oat Bran Hot Cereal, 8-Count 10-Ounce Boxes (Pack of 6)",B001EQ56M6
"['Grocery & Gourmet Food', 'Breakfast Foods', 'Breakfast & Cereal Bars']","['Two Moms in The Raw Gluten Free Gojiberry Nut Bar.<br>100% Organic.<br>Only the good stuff!<br>Non-GMO.<br>Kosher.<br>Raw.<br>Handmade.<br>GF. Gluten free.<br>Wheat free.<br>Dairy free.<br>Soy free.<br>Vegan.<br>USDA Organic.<br>Non GMO project.<br>Verified.<br>nongmoproject.org.', 'Allergen warning: Contains tree nuts.<br>This product may contain hard debris, including: shells, pits, sand and stones.', ""Our mama chef's recipe: Organic Almonds, Organic Pecans, Organic Walnuts, Organic Gojiberries, Organic Agave, Organic Spices and Sea Salt."", 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']",Two Moms in The Raw Nut Bar Gojiberry Box of 12,B00FBO3UIY
"['Grocery & Gourmet Food', 'Breakfast Foods', 'Cereals', 'Oatmeal']","['""Today, the very same products with the same energizing nutrients are bringing back those warm memories of playing outside and loving life in the most simple way. Through the years, weve been rekindling the happiest times, through the very same basic recipe, and our oldest secret ingredient: home. Take a closer look at our entire family of Cream of Wheat products. Our flavors will satisfy any craving, mood, or schedule. From stove-top simmered to out-of-the-microwave in minutes, find the one thats just right for you! Cream of Wheat Original Enriched Farina is made with ground wheat, has a smooth texture and is an excellent source of iron and calcium. The traditional cook-on-stove product is prepared by boiling water or milk and slowly pouring in the ground wheat while stirring. Let it simmer while stirring for one minute after the ground wheat is blended. This product may also be cooked using a microwave oven for faster and easier preparation.""', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Cream of Wheat, Hot Cereal, Original, 28 Ounce (Pack of 12)",B00F9TCG22
"['Grocery & Gourmet Food', 'Breakfast Foods', 'Breakfast & Cereal Bars']",[],"Atkins Advantage Bar, Chocolate Peanut Butter, 5ct 2.1 Ounce Bars(Pack of 3)",B00ACFU65M
"['Grocery & Gourmet Food', 'Breakfast Foods', 'Cereals', 'Oatmeal']","['Ingredients: Whole Grain Rolled Oats, Sugar, Flaxseed, Dehydrated Wild Blueberries, Salt, Natural and Artificial Flavor, Citric Acid.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Better Oats, Blueberry Muffin Instant Oats, 15.1oz Box (Pack of 3)",B00IITOLZK
"['Grocery & Gourmet Food', 'Breakfast Foods', 'Cereals', 'Oatmeal']","['Better Oats Oat Revolution! Instant Oatmeal ~ Maple &amp; Brown Sugar Flavor ~ 5 Pouches per 7.55 oz Box (Pack of 3 Boxes)', ""'WHOLE GRAIN ROLLED OATS, SUGAR, FLAXSEED, NATURAL AND ARTIFICIAL FLAVOR, SALT, CARAMEL. VITAMINS & MINERALS: CALCIUM CARBONATE, FERRIC ORTHOPHOSPHATE (SOURCE OF IRON), ALPHA TOCOPHEROL ACETATE (VITAMIN E), NIACINAMIDE*, VITAMIN A PALMITATE, PYRIDOXINE HYDROCHLORIDE*, RIBOFLAVIN*, THIAMIN MONONITRATE*, FOLIC ACID*.'"", 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']",Better Oats Oat Revolution! Instant Oatmeal ~ Maple &amp; Brown Sugar Flavor ~ 5 Pouches per 7.55 oz Box (Pack of 3 Boxes),B004MNI74C
"['Grocery & Gourmet Food', 'Breakfast Foods', 'Cereals', 'Cold Cereals']","['Boo Berry 15.7oz Family Size General Mills Cereal w/ Spooky-Fun Marshmallows (Pack of 2)', ""'WHOLE GRAIN CORN, CORN MEAL, SUGAR, MARSHMALLOWS (SUGAR, DEXTROSE, MODIFIED CORN STARCH, CORN SYRUP, GELATIN, MALIC ACID, NATURAL & ARTIFICIAL FLAVOR, CITRIC ACID, RED 40, BLUE 1 & 2), CORN SYRUP, CANOLA OIL, SALT, TRISODIUM PHOSPHATE, RED 40, NATURAL AND ARTIFICIAL FLAVOR, BLUE 1. VITAMINS AND MINERALS: CALCIUM CARBONATE, TRICALCIUM PHOSPHATE, ZINC AND IRON (MINERAL NUTRIENTS), VITAMIN C (SODIUM ASCORBATE), A B VITAMIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMIN MONONITRATE), VITAMIN A (PALMITATE), A B VITAMIN (FOLIC ACID), VITAMIN B12, VITAMIN D3.'"", 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']",Boo Berry 15.7oz Family Size General Mills Cereal w/ Spooky-fun Marshmallows (Pack of 2),B0186PEEFW
"['Grocery & Gourmet Food', 'Breakfast Foods', 'Cereals', 'Cold Cereals']","['Weetabix organic crispy flakes and fiber, 12-ounce boxes (pack of 6) is the perfect organic whole grain flake for those who desire the traditional taste of Weetabix but crave a bit more crunch.', 'Organic Whole Wheat, Organic Wheat Bran, Organic Dehydrated Cane Juice, Organic Oat Hull Fiber, Organic Barley Malt Extract, Organic Oat Bran, Sea Salt, Baking Soda, Annato. Vitamin Blend: Iron (Ferric Orthophosphate), Vitamin C (Sodium Ascorbate), Niacin (Niacinamide), Zinc (Zinc Oxide), Thiamin (Thiamin Mononitrate), Vitamin B6 (Pyridoxine Hydrochloride), Riboflavin, Folic Acid.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Weetabix Organic Crispy Flakes &amp; Fiber Cereal, 12 Ounce (Pack of 6)",B001ELLB7U
"['Grocery & Gourmet Food', 'Breakfast Foods', 'Breakfast & Cereal Bars', 'Cereal']","['Relaxing: drinking a pineapple smoothie on the beach. Not so relaxing: trying to carry a pineapple smoothie in your bag. Thats why weve created a not-so-standard fruit snack that gives you delicious pineapple and coconut pressed to perfection and ready to go anywhere.', ""'PINEAPPLE, APPLE, COCONUT, CHIA SEEDS.'"", 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","KIND Pressed by Bars - Pineapple Coconut Chia, 1.2 Oz, 4 Ct, 5.92 Ounce",B01F5EQMT8
